id,description,inner_participant_number,outer_participant_number,food,desk,chair,busking,worker
1255,일루젼 카이스트,10,0,,0,0,0,0
1256,일루젼 카이스트,10,0,,0,0,0,0
1257,일루젼 카이스트,10,0,,0,0,0,0
1258,연습,1,1,x,0,1,0,0
1260,[Number] 팀장회의,10,0,,0,0,0,0
1261,[Number] 팀장회의,10,0,,0,0,0,0
1262,[Number] 팀장회의,10,0,,0,0,0,0
1263,메인비즈 & 모스 개발팀 미팅,10,10,,0,0,0,0
1264,개인 악기 연습,1,0,,0,0,0,0
1265,피아노 연습,2,0,,0,0,0,0
1267,악기연습,1,0,,0,0,0,0
1268,악기연습,1,1,,0,0,0,0
1269,악기연습,1,0,,0,0,0,0
1271,개인보컬연습,1,0,,0,0,0,0
1272,:),1,0,,0,0,0,0
1273,:),1,0,,0,0,0,0
1274,피아노 연습,1,0,,0,0,0,0
1275,연습,1,0,,0,0,0,0
1276,개인 연습,1,0,,0,0,0,0
1277,피아노연습,1,0,,0,0,0,0
1278,정기공연 연습,10,0,,0,0,0,0
1279,기타 연습,1,0,ㄷ,0,0,0,0
1281,개인 연습,1,0,,0,0,0,0
1282,연습,1,0,,0,0,0,0
1283,연습,1,0,,0,0,0,0
1284,연습,1,0,,0,0,0,0
1285,영화감상,7,0,,3,7,0,0
1286,.,1,0,,0,0,0,0
1287,동아리 소품 제작에 필요한 재봉틀을 사용할 수 있는지 확인할 예정입니다.,1,0,,1,1,0,0
1288,기타 연습,10,0,,0,0,0,0
1289,개인 연습,1,0,,0,0,0,0
1291,합주,4,0,,0,0,0,0
1314,춤 연습,2,0,,0,0,0,0
1315,연습,2,0,,0,0,0,0
1316,정기공연 연습,10,0,,0,0,0,0
1317,정기공연 연습,10,0,,0,0,0,0
1318,정기공연 연습,10,0,,0,0,0,0
1319,정기공연 연습,10,0,,0,0,0,0
1320,정기공연 연습,10,0,,0,0,0,0
1321,정기공연 연습,10,0,,0,0,0,0
1322,정기공연 연습,10,0,,0,0,0,0
1323,정기공연 연습,10,0,,0,0,0,0
1324,정기공연 연습,10,0,,0,0,0,0
1325,정기공연 연습,10,0,,0,0,0,0
1326,정기공연 연습,10,0,,0,0,0,0
1327,정기공연 연습,10,0,,0,0,0,0
1328,정기공연 연습,10,0,,0,0,0,0
1329,정기공연 연습,10,0,,0,0,0,0
1330,정기공연 연습,10,0,,0,0,0,0
1331,정기공연 연습,10,0,,0,0,0,0
1332,정기공연 연습,10,0,,0,0,0,0
1333,정기공연 연습,10,0,,0,0,0,0
1334,정기공연 연습,10,0,,0,0,0,0
1335,정기공연 연습,10,0,,0,0,0,0
1337,정기공연 연습,10,0,,0,0,0,0
1339,정기공연 연습,10,0,,0,0,0,0
1340,개인 연습,10,0,,0,0,0,0
1341,합주,5,0,,0,0,0,0
1343,상상효과 팀장회의,12,0,,6,12,0,0
1344,piano practice,10,0,,0,0,0,0
1345,개인 연습,1,0,,0,0,0,0
1346,개인연습,1,1,,0,0,0,0
1347,새내기학생회 소팀2,10,0,,0,0,0,0
1348,새내기학생회 소팀2,10,0,,0,0,0,0
1350,[VOK] 모의방송제 및 홈커밍 행사,10,0,,0,0,0,0
1351,[상상효과] 자체 부스 시뮬레이션,10,0,,0,0,0,0
1352,"2025 POSTECH-KAIST 학생대제전(카포전) 준비 및 진행
",10,0,,0,0,0,0
1353,"2025 POSTECH-KAIST 학생대제전(카포전) 준비 및 진행
",10,0,,0,0,0,0
1354,"2025 POSTECH-KAIST 학생대제전(카포전) 준비 및 진행
",10,0,,0,0,0,0
1356,"2025 POSTECH-KAIST 학생대제전(카포전) 준비 및 진행
",10,0,,0,0,0,0
1357,"2025 POSTECH-KAIST 학생대제전(카포전) 준비 및 진행
",10,0,,0,0,0,0
1359,2025 POSTECH-KAIST 학생대제전 (카포전) 준비 및 진행,10,0,,0,0,0,0
1360,2025 POSTECH-KAIST 학생대제전 (카포전) 준비 및 진행,10,0,,0,0,0,0
1361,정기연극 연습,10,0,,0,0,0,0
1362,.,1,0,,0,0,0,0
1363,practice,4,0,,0,0,0,0
1364,카포전개막식연습,7,0,,0,0,0,0
1365,[Number] 가을 정기공연 연습,25,0,,0,0,0,0
1366,"카이스트 미식축구부 매버릭스와 건국대 레이징불스, 영남대 페가수스 여름 합숙 세미나",20,60,,0,90,0,0
1367,"카이스트 미식축구부 매버릭스와 건국대 레이징불스, 영남대 페가수스 여름 합숙 세미나",20,60,,0,90,0,0
1368,"카이스트 미식축구부 매버릭스와 건국대 레이징불스, 영남대 페가수스 여름 합숙 세미나",20,60,,0,90,0,0
1369,"카이스트 미식축구부 매버릭스와 건국대 레이징불스, 영남대 페가수스 여름 합숙 세미나",20,60,,0,90,0,0
1370,"카이스트 미식축구부 매버릭스와 건국대 레이징불스, 영남대 페가수스 여름 합숙 세미나",20,60,,0,90,0,0
1371,개인 연습,1,0,,0,0,0,0
1372,2025 카포전 준비 및 진행,10,0,,0,0,0,0
1373,2025 카포전 준비 및 진행,10,0,,0,0,0,0
1374,연습,5,0,,0,0,0,0
1375,연습,4,0,,0,0,0,0
1398,The class of Dynamic Leadership 3.,10,0,,0,0,0,0
1399,The class of Dynamic Leadership 3.,10,0,,0,0,0,0
1400,The class of Dynamic Leadership 3.,10,0,,0,0,0,0
1401,The class of Dynamic Leadership 3.,10,0,,0,0,0,0
1402,The class of Dynamic Leadership 3.,10,0,,0,0,0,0
1403,The class of Dynamic Leadership 3.,10,0,,0,0,0,0
1404,The class of Dynamic Leadership 3.,10,0,,0,0,0,0
1405,The class of Dynamic Leadership 3.,10,0,,0,0,0,0
1406,The class of Dynamic Leadership 3.,10,0,,0,0,0,0
1407,The class of Dynamic Leadership 3.,10,0,,0,0,0,0
1408,The class of Dynamic Leadership 3.,10,0,,0,0,0,0
1409,The class of Dynamic Leadership 3.,10,0,,0,0,0,0
1410,The class of Dynamic Leadership 3.,10,0,,0,0,0,0
1414,The class of Dynamic Leadership 3.,10,0,,0,0,0,0
1415,개인 악기 연습,1,0,,0,0,0,0
1416,공연 합주 연습,3,4,water,0,0,0,0
1417,포릿 세션_김재권_정원빈_김경래,7,0,,0,0,0,0
1418,인성/리더십 III : 전략게임의 세계,11,0,,0,0,0,0
1419,인성/리더십 III : 전략게임의 세계,11,0,,0,0,0,0
1420,인성/리더십 III : 전략게임의 세계,11,0,,0,0,0,0
1421,인성/리더십 III : 전략게임의 세계,11,0,,0,0,0,0
1422,인성/리더십 III : 전략게임의 세계,11,0,,0,0,0,0
1423,인성/리더십 III : 전략게임의 세계,11,0,,0,0,0,0
1424,인성/리더십 III : 전략게임의 세계,11,0,,0,0,0,0
1425,인성/리더십 III : 전략게임의 세계,11,0,,0,0,0,0
1426,인성/리더십 III : 전략게임의 세계,11,0,,0,0,0,0
1427,인성/리더십 III : 전략게임의 세계,11,0,,0,0,0,0
1428,인성/리더십 III : 전략게임의 세계,11,0,,0,0,0,0
1429,인성/리더십 III : 전략게임의 세계,11,0,,0,0,0,0
1430,인성/리더십 III : 전략게임의 세계,11,0,,0,0,0,0
1431,[Number] 가을 정기공연,28,0,,0,0,0,0
1432,[Number] 가을 정기공연,28,0,,0,0,0,0
1434,개인 피아노 연습을 하고자 합니다,1,0,,0,0,0,0
1436,[Number] 가을 정기공연,28,0,,0,0,0,0
1437,[Number] 가을 정기공연,28,0,,0,0,0,0
1439,밴드를 위한 드럼 연습.,3,0,,0,0,0,0
1440,밴드를 위한 드럼 연습.,3,0,,0,0,0,0
1441,밴드를 위한 드럼 연습.,3,0,,0,0,0,0
1442,.,1,0,,0,0,0,0
1443,연습,1,0,,0,0,0,0
1444,연습,1,0,,0,0,0,0
1445,연습,1,0,,0,0,0,0
1446,연습,1,0,,0,0,0,0
1447,밴드 합주,7,0,,0,0,0,0
1448,밴드 합주,7,0,,0,0,0,0
1449,연습,4,0,,0,0,0,0
1450,펜레터 관극,5,0,,3,5,0,0
1451,개인연습,1,0,,0,0,0,0
1452,개인연습,1,1,,0,0,0,0
1453,개인연습,1,0,,0,0,0,0
1454,연습,10,0,,0,0,0,0
1455,개인연습,1,0,,0,0,0,0
1456,개인연습,1,0,,0,0,0,0
1457,[Number] 가을 정기 공연,28,0,,0,0,0,0
1458,개인 악기 연습,1,0,,0,0,0,0
1459,드럼연습,1,0,,0,0,0,0
1460,루나틱 리크루팅을 위한 오픈동방배틀,30,30,,0,0,0,0
1461,루나틱 개강총회 ,30,0,,0,0,0,0
1462,행사준비,10,0,,0,0,0,0
1463,행사연습,10,0,,0,0,0,0
1464,천문 세미나,10,10,,0,0,0,0
1465,천문 세미나,10,10,,0,0,0,0
1466,천문 세미나,10,10,,0,0,0,0
1467,천문 세미나,10,10,,0,0,0,0
1468,천문세미나,10,0,,0,0,0,0
1469,천문세미나,10,0,,0,0,0,0
1470,동틀 x 티디 x 창동 연합 개강공연!,42,100,,1,0,0,0
1471,후기새터기획단 소팀 2 시뮬레이션,15,0,,0,0,0,0
1472,[VOK] 모의방송제 리허설,10,0,,0,0,0,0
1473,9월 12일 뮤지컬 갈라쇼를 위한 총 리허설,20,0,,0,5,0,0
1474,뮤지컬 갈라쇼 준비 및 진행,30,20,,3,50,0,0
1475,재배치 실적 채점 운영위원회 (예년 10시간 소요),15,0,심사를 진행하는 운영위원 분들께 저녁을 제공드릴 예정입니다. (메뉴 미정),0,0,0,0
1476,재배치 내부 활성도 채점 운위 (예년 20시간 소요),15,0,심사를 진행하는 운영위원 분들께 저녁을 제공드릴 예정입니다. (메뉴 미정),0,0,0,0
1477,드럼,1,0,,0,0,0,0
1478,동아리 내부 시츠프로브,15,0,,0,0,0,0
1479,연습,1,0,.,1,1,0,0
1480,KAIST CHORUS 홈커밍데이,30,70,도시락 (저녁 식사),20,100,0,0
1482,VOK 모의방송제 사전점검,4,0,,0,0,0,0
1483,후기 새내기새로배움터 소팀 2 시뮬레이션,10,0,,0,0,0,0
1484,후기 새내기새로배움터 소팀 2 시뮬레이션,10,0,,0,0,0,0
1485,연습,4,0,,0,0,0,0
1486,카포전개막식,10,0,,0,0,0,0
1487,남혜린,7,0,,0,0,0,0
1488,연습,10,0,,0,0,0,0
1489,김대용,1,0,,0,0,0,0
1490,연습,4,0,,0,0,0,0
1491,버스킹,2,3,,0,0,0,0
1492,.,1,0,,0,0,0,0
1493,연습,1,0,,0,0,0,0
1494,연습,1,0,,0,0,0,0
1495,연습,1,0,,0,0,0,0
1496,회의,5,0,,0,0,0,0
1497,연습,10,0,,0,0,0,0
1499,마요네즈 합주,10,0,,0,0,0,0
1500,개인 연습,1,1,,0,0,0,0
1501,개인 연습,1,0,,0,0,0,0
1502,개인 연습,1,0,,0,0,0,0
1503,학생복지위원회 여름 대회의,28,0,,10,28,0,0
1504,[Number] 팀장회의,10,0,,0,0,0,0
1505,[Number] 팀장회의,10,0,,0,0,0,0
1506,[Number] 팀장회의,10,0,,0,0,0,0
1507,[Number] 팀장회의,10,0,,0,0,0,0
1508,보크연극점검합니다,8,0,,0,0,0,0
1509,긴급 간부 회의,8,0,,0,0,0,0
1510,vok 긴급 간부 회의,10,0,,0,0,0,0
1511,vok 긴급 간부 회의,10,0,,0,0,0,0
1512,행사준비,10,0,,0,0,0,0
1515,행사준비,10,0,,0,0,0,0
1516,행사준비,10,0,,0,0,0,0
1517,메이커톤,10,1,,0,0,0,0
1518,정기공연 연습,10,0,,0,0,0,0
1519,개인연습,10,0,,0,0,0,0
1520,연습,1,0,,0,0,0,0
1521,연습,1,0,,0,0,0,0
1522,연습,1,0,,0,0,0,0
1526,"동아리 연합회에서 진행하는 행사입니다. 약 20개의 동아리가 참여하며 테이블과 세로 배너만 사용 할 예정입니다.
",100,0,음식물은 반입 제한 할 예정입니다.,20,40,0,0
1527,버스킹,2,3,,0,0,0,0
1528,새내기학생회 소팀2,10,0,,0,0,0,0
1529,피아노 연습,1,0,,0,0,0,0
1530,박서우,10,0,,0,0,0,0
1533,개인 연습,1,0,,0,0,0,0
1534,개인 연습,1,0,,0,0,0,0
1535,상상효과 팀장회의,12,0,,6,12,0,0
1536,행사준비위원회 상상효과 자체부스 시뮬레이션,10,0,,0,0,0,0
1537,연습,1,0,,0,0,0,0
1538,개인연습,1,0,water,0,0,0,0
1550,.,1,0,,0,0,0,0
1551,드럼,1,0,,0,0,0,0
1552,밴드 합주 ,4,0,,0,0,0,0
1553,개인연습,1,0,.,1,1,0,0
1555,개인 보컬 연습,1,0,,0,0,0,0
1556,연습,4,0,,0,0,0,0
1557,합쥬,10,0,,0,0,0,0
1558,합쥬오예,10,0,,0,0,0,0
1559,밴드합주,6,0,,0,0,0,0
1560,밴드합주,6,0,,0,0,0,0
1561,"루나틱 장르선정회의
",10,0,,0,0,0,0
1564,매년 가을에 진행하는 Praiser 정기공연입니다.,17,50,,0,0,0,0
1565,"매년 가을에 진행하는 Praiser 정기공연의 악기 세팅, 음향 체크 및 리허설입니다.",17,0,,0,0,0,0
1566,정기공연 일주일 전에 진행하는 총연습입니다. ,17,0,,0,0,0,0
1567,모의방송제 사전답사 ,8,0,,0,0,0,0
1591,벼락치기,4,2,,0,0,0,0
1592,벼락치기,4,3,,0,0,0,0
1593,공연 합주 연습,4,3,,0,0,0,0
1596,카포전 공연 준비,1,0,,0,0,0,0
1597,Practice ,10,0,_,0,0,0,0
1600,정기공연 연습,10,0,,0,0,0,0
1601,개인연습,1,0,,0,0,0,0
1602,마요네즈 합주,10,0,,0,0,0,0
1611,개강공연,30,0,,0,0,0,0
1612,연습,1,0,,0,0,0,0
1613,연습,1,0,,0,0,0,0
1614,개인 연습,1,0,,0,0,0,0
1615,연습,1,1,,0,0,0,0
1616,피아노 연습,2,0,,0,0,0,0
1617,피아노 연습,2,0,,0,0,0,0
1618,가을학기 맞이 대화형 그룹 버스킹 공연,4,4,,1,5,0,0
1622,바이올린 연습,2,0,없음,1,2,0,0
1623,Individual Violin Practice.,1,0,"No food, coffee only",0,0,0,0
1624,연습,3,0,,0,0,0,0
1625,장성원,8,0,,0,0,0,0
1628,공연,10,0,,0,0,0,0
1631,공연전 준비 및 리허설,48,100,,0,0,0,0
1632,드럼,1,0,,0,0,0,0
1633,.,1,0,,0,0,0,0
1634,드럼,1,0,,0,0,0,0
1638,공연준비 및 리허설,48,100,,0,0,0,0
1639,공연준비 및 리허설,48,100,,0,0,0,0
1640,드럼 연습,10,0,,0,0,0,0
1641,Dance Practice,10,0,,0,0,0,0
1642,김나영,10,0,,0,0,0,0
1643,가을학기 개강을 맞이해 강적의 개강공연을 개최하기 위함입니다.,20,50,,0,0,0,0
1644,개인연습,10,0,,0,0,0,0
1646,정기공연 연습,10,0,,0,0,0,0
1647,공연 준비,1,1,,0,0,0,0
1649,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1650,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1651,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1652,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1653,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1654,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1655,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1656,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1657,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1658,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1659,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1660,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1661,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1662,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1663,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1664,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1665,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1666,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1667,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1668,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1669,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1670,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1671,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1672,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1673,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1674,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1675,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1676,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1677,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1678,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1679,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1680,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1681,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1682,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1683,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1684,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1685,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1686,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1687,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1688,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1689,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1690,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1691,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1692,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1693,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1695,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1696,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1697,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1698,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1699,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1700,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1701,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1702,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1703,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1704,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1705,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1706,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1707,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1708,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1709,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1710,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1711,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1712,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1713,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1714,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1715,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1716,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1717,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1718,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1719,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1720,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1721,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1722,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1723,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1724,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1725,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1726,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1727,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1728,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1729,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1730,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1731,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1732,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1733,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1734,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1735,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1736,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1737,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1738,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1739,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1740,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1741,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1742,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1743,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1744,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1745,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1746,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1747,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1748,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1749,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1750,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1751,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1752,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1753,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1754,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1755,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1756,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1757,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1758,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1759,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1760,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1761,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1762,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1763,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1764,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1765,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1766,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1767,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1768,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1769,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1770,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1771,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1772,카이스트 협동조합 음악강좌 수업,20,0,,0,0,0,0
1773,행사준비위원회 상상효과 팀장회의,10,0,,0,0,0,0
1785,공연 합주 연습,4,5,,0,0,0,0
1814,무대시설 개선을 위한 공사 대비 실측,5,0,,0,0,0,0
1815,무대시설 개선을 위한 공사,5,0,,0,0,0,0
1816,드럼,1,0,,0,0,0,0
1818,"시험기간에는 세미나실 예약이 불가능하며, 누구나 자유롭게 사용할 수 있습니다!",0,0,,0,0,0,0
1820,"시험기간에는 세미나실 예약이 불가능하며, 누구나 자유롭게 사용할 수 있습니다!",0,0,,0,0,0,0
1821,"시험기간에는 세미나실 예약이 불가능하며, 누구나 자유롭게 사용할 수 있습니다!",0,0,,0,0,0,0
1822,"시험기간에는 세미나실 예약이 불가능하며, 누구나 자유롭게 사용할 수 있습니다!",0,0,,0,0,0,0
1823,장성원,10,0,,0,0,0,0
1824,합죽이,4,3,no,0,0,0,0
1825,김대용,1,1,,1,0,0,0
1826,공연 합주 연습,4,6,,0,0,0,0
1827,합주,3,3,,0,0,0,0
1828,합주,3,3,,0,0,0,0
1830,.,10,0,,0,0,0,0
1831,PlanB의 개강공연이 진행됩니다.,30,20,반입하지 않습니다.,4,100,0,0
1832,개인연습,1,0,,0,0,0,0
1833,개인연습,1,1,,0,0,0,0
1834,개인연습,1,0,,0,0,0,0
1835,개인연습,1,0,,0,0,0,0
1836,개인연습,1,0,,0,0,0,0
1837,연습,4,0,,0,0,0,0
1838,드럼 연습,1,0,,0,0,0,0
1839,드럼연습,1,0,,0,0,0,0
1840,연습,1,0,,0,0,0,0
1841,연습,1,0,,0,0,0,0
1842,연습,1,0,,0,0,0,0
1843,연습,1,0,,0,0,0,0
1844,연습,1,0,,0,0,0,0
1845,연습,1,0,,0,0,0,0
1846,연습,1,0,,0,0,0,0
1847,연습,1,0,,0,0,0,0
1848,연습,1,0,,0,0,0,0
1849,연습,1,0,,0,0,0,0
1850,연습,1,0,,0,0,0,0
1851,연습,1,0,,0,0,0,0
1852,연습,1,0,,0,0,0,0
1854,연습,10,0,,0,0,0,0
1855,연습,10,0,,1,0,0,0
1857,"시험기간에는 세미나실 예약이 불가능하며, 누구나 자유롭게 사용할 수 있습니다!",0,0,,0,0,0,0
1858,"시험기간에는 세미나실 예약이 불가능하며, 누구나 자유롭게 사용할 수 있습니다!",0,0,,0,0,0,0
1859,곰발바닥 개강맞이 전시회 진행을 위해 예약 신청합니다,10,15,,1,0,0,0
1860,곰발바닥 개강맞이 전시회 진행을 위해 예약합니다.,10,15,,1,0,0,0
1861,곰발바닥 개강맞이 전시회 진행을 위해 예약합니다.,10,15,,1,0,0,0
1862,곰발바닥 개강맞이 전시회 진행을 위해 예약합니다.,10,15,,1,0,0,0
1863,곰발바닥 개강맞이 전시회 진행을 위해 예약합니다.,10,15,,1,0,0,0
1864,곰발바닥 개강맞이 전시회 진행을 위해 예약합니다.,10,15,,1,0,0,0
1865,드럼 개인 연습,1,0,X,0,0,0,0
1866,드럼 개인 연습,1,0,X,0,0,0,0
1867,연습,1,0,,0,0,0,0
1871,드럼 연습,10,0,,0,0,0,0
1873,고등학생 20여명을 대상으로 카이스트 재학생들이 멘토링 프로그램 진행,10,20,,6,30,0,0
1874,개인 연습,1,0,,0,0,0,0
1875,드럼,1,0,,0,0,0,0
1876,개인연습,1,1,,0,0,0,0
1877,개인연습,1,0,,0,0,0,0
1878,개인연습,1,0,,0,0,0,0
1879,개인연습,1,0,,0,0,0,0
1881,연습,1,0,,0,0,0,0
1882,연습,4,0,,0,0,0,0
1883,개강을 맞아 미사를 엽니다. 궁동성당의 보좌신부님이 집전해주시고 카이스트 구성원 모두 참여할 수 있도록 할 예정입니다.,30,3,,0,40,0,0
1884,피아노 연습,10,0,,0,0,0,0
1885,.,1,0,,0,0,0,0
1886,개인연습,1,0,,0,0,0,0
1887,개인연습,1,0,,1,0,0,0
1888,연습,10,0,,0,0,0,0
1890,연습,4,0,,0,0,0,0
1903,제목과 같음,6,0,,0,0,0,0
1906,포스텍 행사준비 위원회 측과 합동 회의,10,10,,0,0,0,0
1907,Practice,1,0,,0,0,0,0
1908,Practice,1,0,,0,0,0,0
1909,Practice,1,0,,0,0,0,0
1910,연습,1,0,,0,0,0,0
1911,정기모임,25,0,,0,0,0,0
1912,연습,10,0,,0,0,0,0
1913,은막 2025 여름 영화 촬영,10,10,,0,0,0,0
1914,은막 2025여름영화 촬영,10,10,,0,0,0,0
1915,40대 아나운서부,6,0,,0,0,0,0
1916,마요네즈,5,0,,0,0,0,0
1917,Violin Practice,1,1,none,0,1,0,0
